Title,URL,Overview,Category,Sub-Category,Course Type,Skills,Instructors,Rating,Number of viewers,Duration,Level,Softwares
Create formulas to change behaviors in a Power Apps canvas app,https://learn.microsoft.com/en-us/training/modules/author-basic-formula-change-behaviors-powerapps/,Learn how to enhance and customize your Power Apps canvas app using basic formulas to make behavior changes to your app such as controlling the visibility or display mode of your controls and visuals.,Business User,,,,,,,40 min,Intermediate,Microsoft Power Platform
Azure for Researchers part 2: Cloud Security and Cost Management,https://learn.microsoft.com/en-us/training/paths/researcher-cloud-security-cost-management/,,Student,,,,,,,40 min,Beginner,Azure
Implement role-based security in finance and operations apps,https://learn.microsoft.com/en-us/training/modules/role-security-finance-operations/,Finance and operations apps use role-based security to assign access to components in the system. A user who is assigned to a security role has access to the set of privileges that is associated with that role.,Developer,,,,,,,1 hr 15 min,Intermediate,Dynamics 365
Set up assembly items in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/set-up-assembly-items-dynamics-365-business-central/,Do you want to know how to set up assembly items in Business Central? This module provides information to set up assembly items. It explains how to create an assembly bill of materials and how to assign the assembly policy.,Functional Consultant,,,,,,,42 min,Intermediate,Dynamics 365
Sign in users with Microsoft Entra ID in a Java web app,https://learn.microsoft.com/en-us/training/modules/azure-java-app-enable-authentication-authorization/,Learn how to authenticate users with Microsoft Entra ID and get authorized access to data in a Java web app using Microsoft Authentication Library.,Developer,,,,,,,37 min,Beginner,Azure
Work with health data and the FHIR service,https://learn.microsoft.com/en-us/training/modules/health-data-fast-healthcare-interoperability-resources/,The FHIR service in Azure Health Data Services allows for rapid exchange of health data by using the Fast Healthcare Interoperability Resources (FHIR®) data standard. Healthcare professionals can store and exchange Protected Health Information (PHI) in the cloud by using the FHIR service.,Business User,,,,,,,43 min,Intermediate,Industry Solutions
Solutions and benefits for using Azure NetApp Files,https://learn.microsoft.com/en-us/training/modules/azure-netapp-files-solutions-benefits/,"Learn about applications for Azure NetApp Files with Linux OSS applications and databases, Windows applications and SQL Server solutions, SAP on Azure solutions, and other products.",Administrator,,,,,,,24 min,Intermediate,Azure
Make decisions with JavaScript,https://learn.microsoft.com/en-us/training/modules/web-development-101-if-else/,"This lesson covers the basics of JavaScript if/else decision-making concepts. You'll learn how comparing variables, using Booleans, and using if/else statements allow you to make decisions in your code.",Student,,,,,,,14 min,Beginner,Azure
Bring AI to business users in your organization,https://learn.microsoft.com/en-us/training/paths/bring-ai-to-business-users-your-organization/,,Business User,,,,,,,2 hr 7 min,Beginner,Microsoft 365
Manage Microsoft Copilot Studio,https://learn.microsoft.com/en-us/training/modules/implement-power-virtual-agents/,Microsoft Copilot Studio allows organizations to quickly create agents based on business scenarios their customers and employees can easily interact with as needed. This module examines the components available for managing and administrating agents.,App Maker,,,,,,,50 min,Intermediate,Microsoft Copilot
MS-721 Plan and design Teams collaboration communications systems,https://learn.microsoft.com/en-us/training/paths/plan-configure-teams-voice/,,Administrator,,,,,,,6 hr 35 min,Intermediate,Microsoft 365
Work with source control using Git in Visual Studio Code for Business Central,https://learn.microsoft.com/en-us/training/modules/work-source-control-git/,Do you want to know how to work with Git and use all the different Git commands? Ever wonder how Git is different from other version control systems? This module discusses how to work with local and remote Git repositories.,Developer,,,,,,,1 hr 34 min,Intermediate,Dynamics 365
Implement multi-session experiences in Dynamics 365 Customer Service,https://learn.microsoft.com/en-us/training/modules/implement-multi-session-experiences/,The workspaces section in the Customer Service admin center app lets you create targeted app experiences for agents and supervisors who are working with the Dynamics 365 Customer Service workspace and Omnichannel for Customer Service apps.,Business User,,,,,,,1 hr 9 min,Intermediate,Dynamics 365
Design with inclusivity in mind,https://learn.microsoft.com/en-us/training/modules/inclusive-design-principles/,"In this module, you'll learn the principles of inclusive design.",Business Analyst,,,,,,,33 min,Beginner,Azure
Send an SMS message from a C# console application with Azure Communication Services,https://learn.microsoft.com/en-us/training/modules/communication-service-send-sms-console-app/,"In this module, you'll create a C# console application that sends SMS messages using a phone number provisioned via Azure Communication Services.",Developer,,,,,,,9 min,Beginner,Azure
Deepen educational experiences with the 21CLD ICT for learning dimension,https://learn.microsoft.com/en-us/training/courses/deepen-educational-experiences/,,K-12 Educator,,,,,,,1 Hour,Beginner,Microsoft 365
Customize views and forms for model-driven apps,https://learn.microsoft.com/en-us/training/modules/customize-view-forms/,"Learn how to adapt tables by using the two form types of Views and Forms. These form types consume data from your tables, aided by the relationships, which allow the app maker to display data and allow app users to interact with the data.",App Maker,,,,,,,28 min,Beginner,Microsoft Power Platform
Connect to Microsoft Power Platform services with finance and operations apps,https://learn.microsoft.com/en-us/training/modules/connect-power-platform-finance-operations/,"Microsoft Power Platform services like Power Apps and Power Automate, and the Common Data Model are tools that you can use to create efficient ways to get more work done with finance and operations apps.",Developer,,,,,,,35 min,Intermediate,Dynamics 365
Create a pipeline in Microsoft Power Platform,https://learn.microsoft.com/en-us/training/modules/create-pipeline/,"You learn how to create and share personal pipelines in Microsoft Power Platform. By using the pipelines, you can deploy solutions from a source environment to a target environment without needing to manage exporting and importing solution files manually.",Functional Consultant,,,,,,,35 min,Beginner,Microsoft Power Platform
Deploy a Quarkus application to Azure Container Apps,https://learn.microsoft.com/en-us/training/modules/deploy-java-quarkus-azure-container-app-postgres/,"Create a Quarkus application, connect it to a PostgreSQL database, and then deploy it to Azure Container Apps.",Developer,,,,,,,51 min,Intermediate,Azure
Set up non-stocked materials and track usage on projects with Dynamics 365 Project Operations,https://learn.microsoft.com/en-us/training/modules/set-up-non-stocked-material-track-usage/,Project managers play an important role in a project because they're the ones who review and approve the project team's work. Everything that a project team records is always reviewed and approved by a project manager. An important task for project managers is to ensure that material usage is tracked correctly so that the customer is invoiced correctly for material that's used on the project.,Functional Consultant,,,,,,,21 min,Beginner,Dynamics 365
Work with Asset Management for Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/paths/work-asset-management-dyn365-supply-chain-mgmt/,,Functional Consultant,,,,,,,13 hr 2 min,Beginner,Dynamics 365
Design and implement hybrid networking,https://learn.microsoft.com/en-us/training/modules/design-implement-hybrid-networking/,"Design and implement hybrid networking solutions such as Site-to-Site VPN connections, Point-to-Site VPN connections, Azure Virtual WAN, and Virtual WAN hubs.",Administrator,,,,,,,1 hr 3 min,Intermediate,Azure
Create a certified or independent publisher connector for Microsoft Power Platform,https://learn.microsoft.com/en-us/training/modules/custom-connectors-certified/,Learn how to make your certified or independent publisher custom connector available to all users in Microsoft Power Platform GitHub repository.,App Maker,,,,,,,26 min,Intermediate,Microsoft Power Platform
Run prompts with Semantic Kernel,https://learn.microsoft.com/en-us/training/modules/create-plugins-semantic-kernel/,This module explores Semantic Kernel SDK plugins. Learn how plugins to the SDK are used to accomplish customized tasks and create intelligent applications.,Developer,,,,,,,1 hr 10 min,Intermediate,.NET
Publish metrics data for audit disclosures using Compliance Manager,https://learn.microsoft.com/en-us/training/modules/sustainability-audit-disclosures/,"Microsoft Purview Compliance Manager helps your organization adhere to the various regulatory requirements and maintain transparency with stakeholders. Using Purview Compliance Manager, you can publish Environmental, Social, and Governance (ESG) data for external auditors. The auditors can audit against regulatory disclosures, such as Corporate Sustainability Reporting Directive (CSRD) disclosures and confirm adherence.",Functional Consultant,,,,,,,43 min,Intermediate,Industry Solutions
Use Service Management in Microsoft Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/paths/use-service-management-business-central/,,Functional Consultant,,,,,,,5 hr 36 min,Intermediate,Dynamics 365
Extend the healthcare data model in Dataverse,https://learn.microsoft.com/en-us/training/modules/healthcare-extend-data-model/,"This module explores how you can extend the healthcare data model in Dataverse. It covers a detailed understanding of how to add a new set of tables based on a selected FHIR resource. You'll review the FHIR resource specification, and the conventions before creating a relational model based on the FHIR specification. Additionally, hands-on exercises in this module help you add new tables and extend the data model.",Functional Consultant,,,,,,,1 hr 30 min,Advanced,Industry Solutions
Choose the best Azure Quantum option for your needs,https://learn.microsoft.com/en-us/training/modules/choose-the-best-azure-quantum/,"Azure Quantum offers different development options. Learn the differences between each option, and how to choose the best way to get started in your quantum journey.",Developer,,,,,,,31 min,Beginner,Azure
Apply principles of Zero Trust to Microsoft Copilots,https://learn.microsoft.com/en-us/training/modules/apply-principles-zero-trust-microsoft-copilot/,This module equips learners with the knowledge and skills necessary to implement a robust Zero Trust security framework for their Microsoft 365 Copilot deployments. ,Administrator,,,,,,,1 hr 27 min,Intermediate,Microsoft 365
Working with choices in Dataverse,https://learn.microsoft.com/en-us/training/modules/working-with-option-sets/,Do you want to create standardized choice lists that you can use across all of your Power Apps? This module will show you how to create new or use standard choice lists called choices in Dataverse.,Functional Consultant,,,,,,,21 min,Beginner,Dynamics 365
Create journals for projects in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/create-journals-for-jobs/,Do you need to prepare Dynamics 365 Business Central to post project usage for resources and items? This module will show you how to set up project journals.,Functional Consultant,,,,,,,17 min,Intermediate,Dynamics 365
Set up Retail data solutions,https://learn.microsoft.com/en-us/training/modules/retail-setup-retail-data-solutions/,"In this module, you learn how to set up and configure Retail data solutions. Then, you can explore the capabilities that are available on top of the solutions.",Functional Consultant,,,,,,,27 min,Advanced,Industry Solutions
AZ-204: Implement secure Azure solutions,https://learn.microsoft.com/en-us/training/paths/az-204-implement-secure-cloud-solutions/,,Developer,,,,,,,1 hr 5 min,Intermediate,Azure
Explore SAP HANA on Azure (Large Instances),https://learn.microsoft.com/en-us/training/paths/explore-sap-hana-azure-large-instances/,,Administrator,,,,,,,5 hr 10 min,Advanced,Azure
Implement Windows Server iSCSI,https://learn.microsoft.com/en-us/training/modules/implement-windows-server-iscsi/,"Learn about the core functionality, benefits, use cases, and implementation of Internet Small Computer Systems Interface (iSCSI) in Windows Server 2019.",Administrator,,,,,,,45 min,Intermediate,Windows Server
Introduction to report components in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/introduction-report-components/,"Do you want to know how to start creating reports for Business Central? If so, this module will explain the different components that a typical report consists of.",Developer,,,,,,,28 min,Intermediate,Dynamics 365
Optimize performance and costs by using Azure Disk Storage,https://learn.microsoft.com/en-us/training/modules/optimize-performance-and-costs-using-azure-disk-storage/,"Azure Disk Storage offers a range of disk types and capabilities that you can use to optimize application performance and costs in specific scenarios. In this module, you learn more about how disk performance works and identify Azure Disk Storage capabilities and performance-scaling options.",Administrator,,,,,,,31 min,Intermediate,Azure
Perform evidence and entities investigations using Microsoft Defender for Endpoint,https://learn.microsoft.com/en-us/training/modules/perform-evidence-entities-investigations-microsoft-defender-for-endpoint/,Learn about the artifacts in your environment and how they relate to other artifacts and alerts that provide you with insight to understand the overall impact to your environment.,Security Operations Analyst,,,,,,,36 min,Intermediate,Microsoft 365
Authenticate your Azure deployment pipeline by using service principals,https://learn.microsoft.com/en-us/training/modules/authenticate-azure-deployment-pipeline-service-principals/,"Service principals enable your deployment pipelines to authenticate securely with Azure. In this module, you'll learn what service principals are, how they work, and how to create them. You'll also learn how to grant them permission to your Azure resources so that your pipelines can deploy your Bicep files.",Developer,,,,,,,34 min,Intermediate,Azure
Flipped instruction with PowerPoint Recorder,https://learn.microsoft.com/en-us/training/modules/flipped-instruction-powerpoint-recorder/,"Use PowerPoint Recorder to flip instruction, provide content for students outside of class, and help improve student outcomes.",K-12 Educator,,,,,,,42 min,Beginner,PowerPoint
Deploy applications using Microsoft Intune and Intune for Education,https://learn.microsoft.com/en-us/training/modules/education-deploy-applications/,This module introduces you to the Microsoft Store for Education from which you can deploy both free and paid-for apps. These apps can be either Windows or iOS apps. Learn how to configure Microsoft Entra requirements needed in this environment.,Administrator,,,,,,,24 min,Beginner,Microsoft 365
Manage identity and access in Microsoft 365,https://learn.microsoft.com/en-us/training/paths/explore-security-metrics-microsoft-365-defender/,,Administrator,,,,,,,4 hr 22 min,Intermediate,Microsoft 365
Estimate physical resources for quantum algorithms by using the Azure Quantum Resource Estimator,https://learn.microsoft.com/en-us/training/modules/estimate-resources-quantum-algorithms/,"Learn why resource estimation is crucial in the development of quantum computing, and learn how to use the Azure Quantum Resource Estimator.",Developer,,,,,,,41 min,Beginner,Azure
Configure IP network connectivity,https://learn.microsoft.com/en-us/training/modules/configure-ip-network-connectivity/,This module explores configuring Windows clients to communicate over IPv4 and IPv6 networks.,Administrator,,,,,,,34 min,Beginner,Windows
Enhance Dynamics 365 Sales with tools and apps,https://learn.microsoft.com/en-us/training/paths/enhance-tools-apps-sales/,,Functional Consultant,,,,,,,2 hr 14 min,Intermediate,Dynamics 365
Learn how to use Solidity,https://learn.microsoft.com/en-us/training/modules/blockchain-learning-solidity/,Discover how Solidity can make it easy to program smart contracts for the Ethereum blockchain platform.,Developer,,,,,,,44 min,Beginner,Azure
Copilot Foundations,https://learn.microsoft.com/en-us/training/paths/copilot-foundations/,,Data Scientist,,,,,,,3 hr 52 min,Beginner,Azure
Use Azure Synapse serverless SQL pools to transform data in a data lake,https://learn.microsoft.com/en-us/training/modules/use-azure-synapse-serverless-sql-pools-for-transforming-data-lake/,"By using a serverless SQL pool in Azure Synapse Analytics, you can use the ubiquitous SQL language to transform data in files in a data lake.",Data Engineer,,,,,,,47 min,Intermediate,Azure
Create a web UI with ASP.NET Core,https://learn.microsoft.com/en-us/training/modules/create-razor-pages-aspnet-core/,Learn how to create web pages using Razor with ASP.NET Core.,Developer,,,,,,,45 min,Beginner,.NET
Transform a business process to a model-driven app,https://learn.microsoft.com/en-us/training/modules/model-driven-app-solution/,A difficult aspect of becoming a maker in Microsoft Power Platform is knowing how to start with your company’s existing data and then translate that data into a model-driven app. This module will help you get into the mindset of a Power Apps maker and start thinking of a model-driven app as the solution.,App Maker,,,,,,,19 min,Beginner,Microsoft Power Platform
Configure virtual machine availability,https://learn.microsoft.com/en-us/training/modules/configure-virtual-machine-availability/,Learn how to configure virtual machine availability including vertical and horizontal scaling. ,Administrator,,,,,,,1 hr 4 min,Intermediate,Azure
Optimize vacuum in Azure Database for PostgreSQL,https://learn.microsoft.com/en-us/training/modules/optimize-vacuum-azure-database-for-postgresql/,Azure Database for PostgreSQL uses vacuum and autovacuum to remove rows that have been marked as soft-deleted after an update or deletion.,Database Administrator,,,,,,,24 min,Intermediate,Azure
Plan a transition to modern endpoint management,https://learn.microsoft.com/en-us/training/modules/plan-transition-modern-endpoint-management/,"Explore considerations and review the planning of transitioning to modern management, focusing on migration and newly provisioned devices.",Administrator,,,,,,,39 min,Intermediate,Windows
Combine multiple tables with JOINs in T-SQL,https://learn.microsoft.com/en-us/training/modules/query-multiple-tables-with-joins/,Explore T-SQL queries accessing data from multiple tables with various kinds of JOIN operations.,Data Analyst,,,,,,,1 hr 2 min,Beginner,Azure
Define a Microsoft AI strategy to create business value in finance,https://learn.microsoft.com/en-us/training/modules/define-microsoft-ai-strategy-finance/,This module is designed to help finance professionals adopt Microsoft AI solutions. It discusses common use cases and real customer stories.,Business Owner,,,,,,,30 min,Intermediate,Azure
Use and understand Controls in a canvas app in Power Apps,https://learn.microsoft.com/en-us/training/modules/controls-canvas-apps/,Controls help create a better experience for the user and collect the appropriate data. This module helps you understand and use Controls.,Functional Consultant,,,,,,,1 hr 21 min,Intermediate,Microsoft Power Platform
Just Enough Administration in Windows Server,https://learn.microsoft.com/en-us/training/modules/just-enough-administration-windows-server/,"Streamline administration of Windows Server environments with Just Enough Administration (JEA). Limit privileged operations to a set of specified PowerShell cmdlets, parameters and variables, and limit which users can connect to JEA endpoints.",Administrator,,,,,,,44 min,Intermediate,Azure
Manage access for external users,https://learn.microsoft.com/en-us/training/modules/manage-access-for-external-users/,"Learn about the options to work with external users in Teams and the access controls from different places, including Microsoft Entra ID, Microsoft 365, Teams, and SharePoint admin centers.",Administrator,,,,,,,41 min,Intermediate,Microsoft 365
Microsoft Fabric Analytics Engineer,https://learn.microsoft.com/en-us/training/courses/dp-600t00/,,Data Analyst,,,,,,,4 Days,Advanced,Microsoft Fabric
Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,https://learn.microsoft.com/en-us/training/paths/configure-work-omnichannel-prequisites-commerce/,,Functional Consultant,,,,,,,7 hr 3 min,Intermediate,Dynamics 365
Get started with finance and operations apps,https://learn.microsoft.com/en-us/training/paths/get-started-finance-operations/,,Business User,,,,,,,11 hr 7 min,Beginner,Dynamics 365
Introduce DevOps Dojo: Create efficiencies that support your business,https://learn.microsoft.com/en-us/training/paths/devops-dojo-white-belt-foundation/,,Administrator,,,,,,,2 hr,Beginner,Azure
Set up and use discrete manufacturing resources in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/set-up-use-discrete-manufacturing-resources/,Calendars and resources are two essential components to discrete manufacturing. These components play a crucial role in defining working times and producing the finished items in an efficient way.,Functional Consultant,,,,,,,34 min,Intermediate,Dynamics 365
Implement high availability of Windows Server VMs,https://learn.microsoft.com/en-us/training/modules/implement-high-availability-of-windows-server-vms/,"Learn about the core functionality, benefits, use cases, and implementation of highly available Microsoft Hyper-V virtual machines (VMs) in Windows Server.",Administrator,,,,,,,45 min,Intermediate,Windows Server
Secure and isolate access to Azure resources by using network security groups and service endpoints,https://learn.microsoft.com/en-us/training/modules/secure-and-isolate-with-nsg-and-service-endpoints/,Network security groups and service endpoints help you secure your virtual machines and Azure services from unauthorized network access.,Solution Architect,,,,,,,43 min,Beginner,Azure
Fine-tune a foundation model with Azure Machine Learning,https://learn.microsoft.com/en-us/training/modules/finetune-foundation-model-with-azure-machine-learning/,Train a pretrained Large Language Model (LLM) on specific tasks. The model catalog in Azure Machine Learning offers many open source models that can be fine-tuned for your specific task.,Data Scientist,,,,,,,47 min,Intermediate,Azure
Customize high-performance computing clusters deployed with Azure CycleCloud,https://learn.microsoft.com/en-us/training/modules/customize-clusters-azure-cyclecloud/,Azure CycleCloud templates offer a declarative provisioning model that helps you minimize administrative overhead associated with deploying and maintaining custom HCP environments in Azure.,Solution Architect,,,,,,,2 hr 2 min,Intermediate,Azure
Manage SharePoint Online by using Windows PowerShell,https://learn.microsoft.com/en-us/training/modules/manage-sharepoint-online-use-windows-powershell/,"This module describes SharePoint Online, which is a collaboration service that allows to store and share information through a web-based interface. The module explains how to manage SharePoint Online users and groups with PowerShell.",Administrator,,,,,,,46 min,Intermediate,Azure
Build your first Bicep deployment pipeline by using Azure Pipelines,https://learn.microsoft.com/en-us/training/modules/build-first-bicep-deployment-pipeline-using-azure-pipelines/,Create an automated pipeline in Azure Pipelines that securely deploys resources to Azure from Bicep code. Configure your pipeline to run on a schedule or when your configuration changes.,DevOps Engineer,,,,,,,42 min,Intermediate,Azure
MD-101 Explore application management,https://learn.microsoft.com/en-us/training/paths/explore-application-management/,,Administrator,,,,,,,1 hr 23 min,Intermediate,Microsoft Intune
Active Directory Domain Services migration,https://learn.microsoft.com/en-us/training/modules/active-directory-domain-services-migration/,Determine the best approach to moving domain controllers to Windows Server 2025. Learn how the Active Directory Migration Tool can consolidate domains within a forest or migrate domains to a new AD DS forest.,Administrator,,,,,,,36 min,Intermediate,Windows Server
Manage source control,https://learn.microsoft.com/en-us/training/paths/az-400-manage-source-control/,,DevOps Engineer,,,,,,,14 hr 13 min,Beginner,Azure
Get Started Querying with Transact-SQL,https://learn.microsoft.com/en-us/training/paths/get-started-querying-with-transact-sql/,,Data Analyst,,,,,,,5 hr 40 min,Beginner,Azure
Create Semantic Kernel plugins,https://learn.microsoft.com/en-us/training/modules/give-your-ai-agent-skills/,"This module explores native functions in the Semantic Kernel SDK. Learn how native functions can accomplish customized tasks, effectively giving your AI agent a ""skill.""",Developer,,,,,,,43 min,Intermediate,.NET
Configure an Azure Kubernetes Service cluster,https://learn.microsoft.com/en-us/training/modules/configure-azure-kubernetes-service-cluster/,"Use Azure Policy to enforce policies and safeguards on your Kubernetes clusters at scale. Azure Policy Ensures that your cluster is secure, compliant, and consistent across your organization.",Administrator,,,,,,,41 min,Intermediate,Azure
Build an AI copilot with vCore-based Azure Cosmos DB for MongoDB and Azure OpenAI,https://learn.microsoft.com/en-us/training/paths/build-ai-copilot-vcore-based-azure-cosmos-db-mongodb-azure-openai/,,Developer,,,,,,,3 hr 46 min,Intermediate,Azure
Perform hyperparameter tuning with Azure Machine Learning,https://learn.microsoft.com/en-us/training/modules/perform-hyperparameter-tuning-azure-machine-learning-pipelines/,Learn how to perform hyperparameter tuning with a sweep job in Azure Machine Learning.,Data Scientist,,,,,,,46 min,Beginner,Azure
Connect to other data in a Power Apps canvas app,https://learn.microsoft.com/en-us/training/modules/connect-to-other-data-in-powerapps-canvas-app/,"Do you need to connect to data that isn't tabular? This module will help with that. It includes discussion of action-based connectors, Flow, and user data.",Functional Consultant,,,,,,,32 min,Intermediate,Microsoft Power Platform
Design solutions for identity and access management,https://learn.microsoft.com/en-us/training/modules/design-solutions-identity-access-management/,"You learn about various strategies for managing identities and access to resources, including hybrid and multicloud scenarios, external identities, and conditional access.",Security Engineer,,,,,,,1 hr 5 min,Advanced,Azure
GitHub administration for GitHub Advanced Security,https://learn.microsoft.com/en-us/training/modules/github-administration-github-advanced-security/,Understand where GitHub Advanced Security fits in your software development lifecycle and how to enable and roll it out in your organization.,Developer,,,,,,,21 min,Advanced,GitHub
Power Pages administration,https://learn.microsoft.com/en-us/training/modules/power-pages-administration/,"This module focuses on Microsoft Power Pages administration and using the Microsoft Power Platform admin center. Additionally, other actions and features are available for you to use to enhance website functionality.",App Maker,,,,,,,39 min,Intermediate,Microsoft Power Platform
Set up and work with inventory control in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/set-up-work-inventory-control/,"This module explores inventory cost methodologies and their impact on value, profits, and price management. You learn about methods, such as FIFO, LIFO, weighted average, standard cost, and their effects on inventory valuation and financial reporting. Additionally, you learn about the inventory close process, its role in settling transactions, and its impact on the general ledger. Then, you examine inventory recalculation, adjustments, and archiving for optimized storage and performance efficiency.",Functional Consultant,,,,,,,39 min,Intermediate,Dynamics 365
Configure scaling in Azure Kubernetes Service,https://learn.microsoft.com/en-us/training/modules/configure-scaling-azure-kubernetes-service/,"This module covers the scaling applications in Azure Kubernetes Service (AKS), including manually scaling pods or nodes and integrating with Azure Container Instances (ACI).",Administrator,,,,,,,45 min,Intermediate,Azure
Monitor and report on security events in Microsoft Entra ID,https://learn.microsoft.com/en-us/training/modules/monitor-report-aad-security-events/,Monitor Microsoft Entra security events with built-in reporting and monitoring capabilities to prevent unauthorized access and potential data loss.,Solution Architect,,,,,,,1 hr 12 min,Intermediate,Azure
Create items in Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/create-items/,"Do you want to know how to create items in Business Central? This module explains how to set up inventory items, and items of the type service and non-inventory items.",Functional Consultant,,,,,,,50 min,Intermediate,Dynamics 365
Prepare to teach MS-900 Microsoft 365 Fundamentals,https://learn.microsoft.com/en-us/training/paths/prepare-teach-ms-900-microsoft-365-fundamentals/,,Higher Education Educator,,,,,,,3 hr 19 min,Beginner,Microsoft 365
Convert an existing product to an engineering product in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/convert-engineering-product-supply-chain-management/,An engineering product in Dynamics 365 Supply Chain Management is a product that is version controlled through Engineering Change Management for Microsoft Dynamics 365 Supply Chain Management. You can convert an existing product to an engineering product.,Functional Consultant,,,,,,,33 min,Intermediate,Dynamics 365
Introduction to Azure Virtual Networks,https://learn.microsoft.com/en-us/training/modules/introduction-to-azure-virtual-networks/,"In this module, you learn how to design and implement Azure networking services. You learn about virtual networks, public and private IPs, DNS, virtual network peering, routing, and Azure Virtual NAT.",Administrator,,,,,,,1 hr 27 min,Beginner,Azure
Create and architect with functions in F#,https://learn.microsoft.com/en-us/training/modules/fsharp-functions/,"Learn what functions are and how to declare and call them. Also, learn how to architect with functions by using various patterns.",Developer,,,,,,,18 min,Beginner,.NET
Integrate Power Pages websites with Dataverse,https://learn.microsoft.com/en-us/training/modules/power-pages-integrate-dataverse/,"The ability to find and interact with Dataverse data on a website is a central benefit of implementing a Power Pages website. Several methods are available for you to display Dataverse data. Learning and knowing about these different options can help you have successful portal implementations. This module focuses on the techniques that you can use to set up lists, forms, and multistep forms to build powerful web applications.",App Maker,,,,,,,58 min,Intermediate,Microsoft Power Platform
Independent learning with math tools in OneNote,https://learn.microsoft.com/en-us/training/modules/independent-learning-math-tools-onenote/,Educators will understand how the OneNote Math button allows students to see the steps to solve an equation and helps them become independent learners.,K-12 Educator,,,,,,,58 min,Intermediate,OneNote
Identify the language of text with AI Builder,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-builder-language-detection/,Explore AI Builder Language detection and learn how to use it with other Microsoft Power Platform products.,App Maker,,,,,,,28 min,Beginner,Microsoft Power Platform
"Monitor hybrid virtual machines, containers, and network resources",https://learn.microsoft.com/en-us/training/paths/monitor-hybrid-virtual-machines-containers-network/,,Administrator,,,,,,,2 hr 46 min,Beginner,Azure
Practice collaborative skills with the 21CLD collaboration dimension,https://learn.microsoft.com/en-us/training/modules/practice-collaborative-skills-21cld-collaboration/,"This module helps educators design learning activities for learners to develop collaboration skills. It introduces the levels of collaboration: sharing responsibility, making substantive decisions together, and working interdependently.",K-12 Educator,,,,,,,1 hr,Beginner,Office 365
Dynamic page displays with Vue.js,https://learn.microsoft.com/en-us/training/modules/vue-dynamic-rendering/,One of the goals of any web framework is to update the display based on data values. This module explores how to make your page dynamic based on those values and how to display lists of information.,Student,,,,,,,15 min,Intermediate,Azure
Design your site recovery solution in Azure,https://learn.microsoft.com/en-us/training/modules/design-your-site-recovery-solution-in-azure/,Help protect your applications and data from disasters with a well-designed site recovery solution.,Solution Architect,,,,,,,44 min,Intermediate,Azure
Introduction to the development environment for Dynamics 365 Business Central,https://learn.microsoft.com/en-us/training/modules/intro-development-environment/,"Do you want to start developing for Microsoft Dynamics 365 Business Central? If so, this module is for you. Learn about the development environment that is used for Business Central development and how to configure that environment. You will also learn about the different objects in Microsoft Dynamics 365 Business Central.",Developer,,,,,,,1 hr 34 min,Beginner,Dynamics 365
Describe accounts payable and accounts receivable in Dynamics 365 Finance,https://learn.microsoft.com/en-us/training/modules/explore-accounts-payable-accounts-receivable-microsoft/,This module explores the capabilities of Dynamics 365 Finance to manage the accounting processes involved in paying vendors or suppliers for good or services received and receiving payments for goods and services delivered.,Business Owner,,,,,,,57 min,Beginner,Dynamics 365
Plan your year in the Minecraft Student Ambassador program,https://learn.microsoft.com/en-us/training/modules/plan-your-year/,"This module helps you build an engaging, student-led Minecraft Student Ambassador (MSA) program within your school. You discover best practices for organizing MSA events, preparing students for leadership opportunities, and integrating Minecraft into school and community activities. By the end of this module, you can guide your ambassadors through meaningful experiences that benefit both your school and the wider community.",K-12 Educator,,,,,,,26 min,Beginner,Minecraft
Work with Inventory Visibility in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/paths/work-with-inventory-visibility/,,Business User,,,,,,,3 hr 54 min,Intermediate,Dynamics 365
Configure and manage security monitoring and automation solutions,https://learn.microsoft.com/en-us/training/modules/security-monitoring-automation-solutions/,This module teaches how to set up and manage security tools with Azure Monitor and Microsoft Sentinel. It helps organizations quickly find and deal with security issues in their cloud setup.,Administrator,,,,,,,1 hr 12 min,Intermediate,Azure
Architect message brokering and serverless applications in Azure,https://learn.microsoft.com/en-us/training/paths/architect-messaging-serverless/,,Solution Architect,,,,,,,4 hr 34 min,Intermediate,Azure
Set up Inventory Visibility in Dynamics 365 Supply Chain Management,https://learn.microsoft.com/en-us/training/modules/set-up-inventory-visibility/,"Setting up Inventory Visibility involves several aspects. You'll need to make changes in Dynamics 365 Lifecycle Services and Dynamics 365 Supply Chain Management. Additionally, you'll need to make some configurations in the Inventory Visibility app from Power Apps based on your business needs. This module provides an in-depth description of the setup process.",Functional Consultant,,,,,,,1 hr 2 min,Intermediate,Dynamics 365
